"","experiment","method","missingness","noise","iteration","dir","file_name","median_r2","mean_r2","sd_r2","n_genes","n_methylation","n_cnv","n_edges","n_intra_edges","n_inter_edges","edge_density","clustering","betweenness_t200","time","recall_reference","precision_reference","f1_score_reference","fp_reference","fn_reference","tp_reference","r2mw.p.value_reference","recall_stability","precision_stability","f1_score_stability","fp_stability","fn_stability","tp_stability","r2mw.p.value_stability"
"5","mor","cocolasso_mor","0.2","0","1","/home/icb/juan.henao/lasso_benchmark/2207_bladder_cancer/2208_all_raw_data/","cocolasso_mor_experiment_noise_0_missing_0.2_iteration_1.csv",0.3182816985401,0.326229903441819,0.129494701890374,9539,6365,8054,52206,31274,20932,9.09572718154002e-05,0.0955394770168784,NA,509.716667413712,0.933559411943013,0.947962756338733,0.940705954221789,2705,3507,49277,0.000281037759765233,0.685947348906192,0.879856588863686,0.770895103774341,6568,22022,48100,0.0466912816263302
"16","mor","cocolasso_mor","0.2","0","2","/home/icb/juan.henao/lasso_benchmark/2207_bladder_cancer/2208_all_raw_data/","cocolasso_mor_experiment_noise_0_missing_0.2_iteration_2.csv",0.316010984986424,0.324232528789959,0.12783260067571,9537,6426,8049,51723,30798,20925,8.97108815131396e-05,0.0959563834620627,NA,732.455775499344,0.924314186117005,0.947414412490048,0.935721751805219,2708,3995,48789,0.120729141866754,0.680856222013063,0.881957401215525,0.768468069695385,6390,22379,47743,0.268723504307841
"27","mor","cocolasso_mor","0.2","0","3","/home/icb/juan.henao/lasso_benchmark/2207_bladder_cancer/2208_all_raw_data/","cocolasso_mor_experiment_noise_0_missing_0.2_iteration_3.csv",0.31950122923705,0.327361484533869,0.129743665108059,9553,6400,8059,52153,31167,20986,9.04566943826686e-05,0.0951781442779806,NA,565.142838716507,0.933047893301,0.949415892354551,0.941160733054329,2624,3534,49250,4.56292446719118e-07,0.685647870853655,0.880729071258472,0.771040477259606,6511,22043,48079,0.000745739420451123
"38","mor","cocolasso_mor","0.2","0","4","/home/icb/juan.henao/lasso_benchmark/2207_bladder_cancer/2208_all_raw_data/","cocolasso_mor_experiment_noise_0_missing_0.2_iteration_4.csv",0.318868813938694,0.327067978148493,0.128193558999479,9539,6393,8050,52116,31133,20983,9.06188168710871e-05,0.0959147915898192,NA,241.180049657822,0.929088360109124,0.94611644866304,0.937525091284483,2793,3743,49041,8.97565347260386e-07,0.684435697783862,0.881027994492887,0.770387730041654,6481,22128,47994,0.00118358604184889
"49","mor","cocolasso_mor","0.2","0","5","/home/icb/juan.henao/lasso_benchmark/2207_bladder_cancer/2208_all_raw_data/","cocolasso_mor_experiment_noise_0_missing_0.2_iteration_5.csv",0.319094513940168,0.326841480982768,0.129599791628158,9571,6419,8048,52369,31325,21044,9.06349473299828e-05,0.0941641756725684,NA,199.613884687424,0.932100636556532,0.944918183913344,0.938465646816465,2868,3584,49200,9.58146752624983e-06,0.683950828555945,0.877247535256352,0.768632856009552,6711,22162,47960,0.00601758868478685
"6","mor","cocolasso_mor","0.3","0","1","/home/icb/juan.henao/lasso_benchmark/2207_bladder_cancer/2208_all_raw_data/","cocolasso_mor_experiment_noise_0_missing_0.3_iteration_1.csv",0.320823818731946,0.328722343802369,0.130198944239716,9508,6296,8009,51256,30534,20722,9.03929843813776e-05,0.0944989011755677,NA,NA,0.906126856623219,0.936464737439793,0.921046043636504,3245,4955,47829,1.17016497387339e-10,0.674182139699381,0.880649007115979,0.763707150011308,6407,22847,47275,1.49350417069164e-06
"17","mor","cocolasso_mor","0.3","0","2","/home/icb/juan.henao/lasso_benchmark/2207_bladder_cancer/2208_all_raw_data/","cocolasso_mor_experiment_noise_0_missing_0.3_iteration_2.csv",0.317100990578574,0.325840877541773,0.128194989698052,9523,6424,8036,51647,30726,20921,8.97958351110551e-05,0.0970885929502112,NA,NA,0.906714155804789,0.932380043248719,0.919368006531239,3471,4924,47860,0.00108555975881949,0.678146658680585,0.880089576547231,0.76603250801424,6479,22569,47553,0.0899935251663192
"28","mor","cocolasso_mor","0.3","0","3","/home/icb/juan.henao/lasso_benchmark/2207_bladder_cancer/2208_all_raw_data/","cocolasso_mor_experiment_noise_0_missing_0.3_iteration_3.csv",0.323888462597676,0.329818389470023,0.130381575221035,9533,6354,8041,52184,31198,20986,9.11470707241603e-05,0.0961566007661808,NA,NA,0.916319339193695,0.934158683559951,0.925153022188217,3409,4417,48367,6.9319922368291e-16,0.682867003222954,0.878444322142726,0.768406187816933,6626,22238,47884,1.82366629031825e-10
"39","mor","cocolasso_mor","0.3","0","4","/home/icb/juan.henao/lasso_benchmark/2207_bladder_cancer/2208_all_raw_data/","cocolasso_mor_experiment_noise_0_missing_0.3_iteration_4.csv",0.321759661996604,0.32949353765724,0.129538365613606,9540,6343,8019,51814,30891,20923,9.06978112875038e-05,0.0961208684401137,NA,NA,0.910162170354653,0.933996928281198,0.921925523646866,3395,4742,48042,1.27541361165061e-14,0.680371352785146,0.881736526946108,0.768075344119778,6399,22413,47709,1.52250241683614e-09
"50","mor","cocolasso_mor","0.3","0","5","/home/icb/juan.henao/lasso_benchmark/2207_bladder_cancer/2208_all_raw_data/","cocolasso_mor_experiment_noise_0_missing_0.3_iteration_5.csv",0.322565963825307,0.330115312504347,0.130276763622823,9556,6371,8037,52178,31141,21037,9.08629703029415e-05,0.095702702869599,NA,NA,0.90876023037284,0.926452410383189,0.91752104055088,3808,4816,47968,2.02732576851868e-17,0.680856222013063,0.876516917879895,0.76639564655553,6726,22379,47743,1.11329265577262e-11
"8","mor","cocolasso_mor","0.4","0","1","/home/icb/juan.henao/lasso_benchmark/2207_bladder_cancer/2208_all_raw_data/","cocolasso_mor_experiment_noise_0_missing_0.4_iteration_1.csv",0.325987262161408,0.332645371382546,0.131512207851729,9504,6253,7987,51325,30647,20678,9.10415162227414e-05,0.0954227864333691,NA,NA,0.88922779630191,0.918406480521259,0.903581638447989,4170,5847,46937,6.44845500496264e-29,0.672670488577051,0.877448518332496,0.761533431816531,6588,22953,47169,1.13437373314583e-21
"19","mor","cocolasso_mor","0.4","0","2","/home/icb/juan.henao/lasso_benchmark/2207_bladder_cancer/2208_all_raw_data/","cocolasso_mor_experiment_noise_0_missing_0.4_iteration_2.csv",0.318419859418233,0.327639094505953,0.129369531783798,9481,6366,7916,51040,30332,20708,9.03912529064622e-05,0.0970807188354486,NA,NA,0.883979993937557,0.920696935614357,0.90196495365493,4019,6124,46660,1.6773019129999e-07,0.670132055560309,0.880030713335955,0.760870797205288,6406,23131,46991,0.000320530421293516
"30","mor","cocolasso_mor","0.4","0","3","/home/icb/juan.henao/lasso_benchmark/2207_bladder_cancer/2208_all_raw_data/","cocolasso_mor_experiment_noise_0_missing_0.4_iteration_3.csv",0.325850111783863,0.333057707833154,0.131497734826088,9514,6283,7999,51589,30743,20846,9.11102923565019e-05,0.0970546619005064,NA,NA,0.893301000303122,0.922685556620942,0.907755542079375,3951,5632,47152,5.99729621708873e-32,0.674624226348364,0.878493565340118,0.763178485290915,6543,22816,47306,2.2360610749005e-24
"41","mor","cocolasso_mor","0.4","0","4","/home/icb/juan.henao/lasso_benchmark/2207_bladder_cancer/2208_all_raw_data/","cocolasso_mor_experiment_noise_0_missing_0.4_iteration_4.csv",0.326786192149867,0.333725093885721,0.130950698015579,9568,6296,8045,51953,30993,20960,9.08878796074791e-05,0.0962005644945808,NA,NA,0.899155046983935,0.920571805415471,0.90973739697144,4095,5323,47461,4.53737835348885e-37,0.679116397136419,0.877515294464509,0.765672481710748,6647,22501,47621,7.59846316945532e-29
"52","mor","cocolasso_mor","0.4","0","5","/home/icb/juan.henao/lasso_benchmark/2207_bladder_cancer/2208_all_raw_data/","cocolasso_mor_experiment_noise_0_missing_0.4_iteration_5.csv",0.326916029702607,0.333573757486855,0.131226154400778,9513,6249,7968,51363,30587,20776,9.12164586649748e-05,0.0961103771281159,NA,NA,0.88803425280388,0.917946106846311,0.9027424697635,4190,5910,46874,1.79008507957898e-35,0.673768574769687,0.878129472334256,0.76249344361509,6557,22876,47246,2.314047831466e-27
"10","mor","cocolasso_mor","0.5","0","1","/home/icb/juan.henao/lasso_benchmark/2207_bladder_cancer/2208_all_raw_data/","cocolasso_mor_experiment_noise_0_missing_0.5_iteration_1.csv",0.328738612868478,0.335830557558541,0.132655995064141,9480,6148,7913,50224,29793,20431,9.06316595746094e-05,0.0925685801785365,NA,306.629592418671,0.858593513185814,0.907234655883413,0.882244155035138,4634,7464,45320,5.4610090400274e-49,0.657668064230912,0.877082540890072,0.751691088979805,6463,24005,46117,8.65936565909581e-40
"21","mor","cocolasso_mor","0.5","0","2","/home/icb/juan.henao/lasso_benchmark/2207_bladder_cancer/2208_all_raw_data/","cocolasso_mor_experiment_noise_0_missing_0.5_iteration_2.csv",0.323857008863876,0.330531640097032,0.130010718661956,9410,6295,7821,49778,29405,20373,8.99414155753966e-05,0.0966553035917198,NA,230.538897752762,0.85279630190967,0.910679965202614,0.880788158062086,4415,7770,45014,7.6188443868171e-19,0.654316762214426,0.880466696091036,0.750730162885636,6229,24240,45882,5.48957218335998e-13
"32","mor","cocolasso_mor","0.5","0","3","/home/icb/juan.henao/lasso_benchmark/2207_bladder_cancer/2208_all_raw_data/","cocolasso_mor_experiment_noise_0_missing_0.5_iteration_3.csv",0.332990568374234,0.338695904562786,0.133710571693826,9515,6316,8038,51606,30650,20956,9.0583676726668e-05,0.0956228076722143,NA,334.523367643356,0.87797438617763,0.909345996114828,0.893384868960066,4620,6441,46343,1.02813224160697e-75,0.67065970736716,0.876031518357767,0.759710835588223,6655,23094,47028,2.02664527304287e-64
"43","mor","cocolasso_mor","0.5","0","4","/home/icb/juan.henao/lasso_benchmark/2207_bladder_cancer/2208_all_raw_data/","cocolasso_mor_experiment_noise_0_missing_0.5_iteration_4.csv",0.33086794599084,0.33758690378087,0.131857119031362,9481,6256,7964,50886,30090,20796,9.05906336270595e-05,0.0963963705552209,NA,130.912141799927,0.867573507123371,0.909856748326081,0.888212190272996,4537,6990,45794,4.86970665724805e-67,0.664798494053222,0.878687350385464,0.756923076923077,6436,23505,46617,2.03417736692655e-56
"54","mor","cocolasso_mor","0.5","0","5","/home/icb/juan.henao/lasso_benchmark/2207_bladder_cancer/2208_all_raw_data/","cocolasso_mor_experiment_noise_0_missing_0.5_iteration_5.csv",0.331266860774506,0.338011716676287,0.132829296478245,9538,6254,7945,51386,30561,20825,9.12034883330459e-05,0.0947314969219003,NA,183.228876113892,0.870168990603213,0.901757141454795,0.88568150483518,5004,6853,45931,2.29572741812687e-69,0.669190838823764,0.874096565084569,0.75804080577678,6759,23197,46925,1.19912961651299e-58
"22","mor","cocolasso_mor","0","0.5","1","/home/icb/juan.henao/lasso_benchmark/2207_bladder_cancer/2208_all_raw_data/","cocolasso_mor_experiment_noise_0.5_missing_0_iteration_1.csv",0.232263564522591,0.242290941349167,0.0894618397379723,9240,6085,7269,50957,31680,19277,9.98244267835443e-05,0.0966011218194792,NA,NA,0.833680660806305,0.883173443583671,0.857713673131274,5821,8779,44005,0,0.668078491771484,0.885492864568566,0.761572662911393,6058,23275,46847,0
"13","mor","cocolasso_mor","0","0.5","2","/home/icb/juan.henao/lasso_benchmark/2207_bladder_cancer/2208_all_raw_data/","cocolasso_mor_experiment_noise_0.5_missing_0_iteration_2.csv",0.231366779927651,0.242751389439768,0.0899347825929027,9255,6055,7225,51046,31877,19169,0.000100523097813645,0.0981825341893601,NA,NA,0.834552137011216,0.881866591928251,0.857557234075689,5901,8733,44051,0,0.668691708736203,0.884399932099813,0.761566009696202,6129,23232,46890,0
"24","mor","cocolasso_mor","0","0.5","3","/home/icb/juan.henao/lasso_benchmark/2207_bladder_cancer/2208_all_raw_data/","cocolasso_mor_experiment_noise_0.5_missing_0_iteration_3.csv",0.232054044275475,0.242601159709901,0.0898734044915285,9259,6046,7263,50923,31707,19216,9.99878152428908e-05,0.0984532688141926,NA,NA,0.829948469233101,0.880244333708407,0.854356814104064,5960,8976,43808,0,0.665982145403725,0.884067847947902,0.759683112911359,6124,23422,46700,0
"35","mor","cocolasso_mor","0","0.5","4","/home/icb/juan.henao/lasso_benchmark/2207_bladder_cancer/2208_all_raw_data/","cocolasso_mor_experiment_noise_0.5_missing_0_iteration_4.csv",0.229903093589722,0.241396922119994,0.0895440855350995,9280,6061,7256,51135,31820,19315,0.000100146530619833,0.0971957624855337,NA,NA,0.835726735374356,0.881942500699748,0.85821287523589,5905,8671,44113,0,0.66973275149026,0.884325688246149,0.762213133378777,6143,23159,46963,0
"46","mor","cocolasso_mor","0","0.5","5","/home/icb/juan.henao/lasso_benchmark/2207_bladder_cancer/2208_all_raw_data/","cocolasso_mor_experiment_noise_0.5_missing_0_iteration_5.csv",0.231067826524613,0.242300398206949,0.0893066419438571,9265,6054,7227,51037,31820,19217,0.000100407324759295,0.0980809786167905,NA,NA,0.833813276750531,0.881897968180179,0.857181809329049,5894,8772,44012,0,0.668292404666153,0.884038559489898,0.761173059586944,6147,23260,46862,0
"7","mor","cocolasso_mor","0.3","0.5","1","/home/icb/juan.henao/lasso_benchmark/2207_bladder_cancer/2208_all_raw_data/","cocolasso_mor_experiment_noise_0.5_missing_0.3_iteration_1.csv",0.237090433403378,0.248182779721657,0.0932626360146868,9180,5929,7193,49689,30687,19002,9.99061233496263e-05,0.0961071418702544,NA,NA,0.795941952106699,0.862867118504826,0.828054477008889,6677,10771,42013,0,0.650851373320784,0.882356352950274,0.749125945866093,6085,24483,45639,0
"18","mor","cocolasso_mor","0.3","0.5","2","/home/icb/juan.henao/lasso_benchmark/2207_bladder_cancer/2208_all_raw_data/","cocolasso_mor_experiment_noise_0.5_missing_0.3_iteration_2.csv",0.232668064695194,0.243980051278459,0.0907384844354654,9183,5975,7170,49278,30287,18991,9.88491359264001e-05,0.0991467257305507,NA,NA,0.787833434374053,0.862312078797304,0.823391974972527,6640,11199,41585,0,0.645275377199738,0.882922260380893,0.745620828870396,6000,24874,45248,0
"29","mor","cocolasso_mor","0.3","0.5","3","/home/icb/juan.henao/lasso_benchmark/2207_bladder_cancer/2208_all_raw_data/","cocolasso_mor_experiment_noise_0.5_missing_0.3_iteration_3.csv",0.238641554905408,0.248311211172117,0.0928036595714751,9163,5915,7131,49850,30884,18966,0.000101071034239436,0.0971282272741294,NA,NA,0.798215368293422,0.865847393189618,0.83065700625955,6528,10651,42133,0,0.649553635093123,0.881346749226006,0.74790233329502,6132,24574,45548,0
"40","mor","cocolasso_mor","0.3","0.5","4","/home/icb/juan.henao/lasso_benchmark/2207_bladder_cancer/2208_all_raw_data/","cocolasso_mor_experiment_noise_0.5_missing_0.3_iteration_4.csv",0.237090056577893,0.247971538901372,0.0917371730113646,9159,5959,7187,50085,30942,19143,0.000100675244756324,0.0991414654444431,NA,NA,0.799674143679903,0.864516129032258,0.830831914495763,6615,10574,42210,0,0.653147371723568,0.883180994253538,0.750942777504509,6058,24322,45800,0
"51","mor","cocolasso_mor","0.3","0.5","5","/home/icb/juan.henao/lasso_benchmark/2207_bladder_cancer/2208_all_raw_data/","cocolasso_mor_experiment_noise_0.5_missing_0.3_iteration_5.csv",0.235699372660706,0.247145562601837,0.0929753942167492,9234,6004,7259,50454,31096,19358,9.96932355324e-05,0.0985971907123507,NA,NA,0.804372537132464,0.861741424802111,0.832069296646873,6812,10326,42458,0,0.657924759704515,0.88200432064542,0.753661305736386,6172,23987,46135,0
"11","mor","cocolasso_mor","0.5","0.5","1","/home/icb/juan.henao/lasso_benchmark/2207_bladder_cancer/2208_all_raw_data/","cocolasso_mor_experiment_noise_0.5_missing_0.5_iteration_1.csv",0.244305161509493,0.254124477848432,0.0959368246779827,9129,5743,7067,48085,29518,18567,9.99069636269381e-05,0.0983689006350834,NA,NA,0.759339951500455,0.850182419820126,0.802197582259227,7063,12703,40081,0,0.626935911696757,0.87844939554401,0.731681742907787,6083,26160,43962,0
"221","mor","cocolasso_mor","0.5","0.5","2","/home/icb/juan.henao/lasso_benchmark/2207_bladder_cancer/2208_all_raw_data/","cocolasso_mor_experiment_noise_0.5_missing_0.5_iteration_2.csv",0.238698631392394,0.249852747574136,0.0943602872318318,9055,5780,6950,46601,28373,18228,9.81974123472041e-05,0.0965852856668299,NA,NA,0.735923764777205,0.851957451474942,0.789701054086746,6750,13939,38845,0,0.608396794158752,0.880991223541559,0.719748285490143,5763,27460,42662,0
"33","mor","cocolasso_mor","0.5","0.5","3","/home/icb/juan.henao/lasso_benchmark/2207_bladder_cancer/2208_all_raw_data/","cocolasso_mor_experiment_noise_0.5_missing_0.5_iteration_3.csv",0.247499723512213,0.256177383286518,0.0967988456565404,9101,5795,7104,48389,29696,18693,9.99818173553343e-05,0.0983640208399178,NA,NA,0.760571385268263,0.850677007183269,0.803104714084239,7047,12638,40146,0,0.628946692906648,0.88005347807,0.733607239096444,6011,26019,44103,0
"44","mor","cocolasso_mor","0.5","0.5","4","/home/icb/juan.henao/lasso_benchmark/2207_bladder_cancer/2208_all_raw_data/","cocolasso_mor_experiment_noise_0.5_missing_0.5_iteration_4.csv",0.245144236216432,0.256287031636778,0.0962505325361735,9107,5761,7049,47806,29349,18457,9.95267924268168e-05,0.0958084620931021,NA,NA,0.753504849954532,0.849687025999274,0.798710752763748,7036,13011,39773,0,0.623983913750321,0.879957364652884,0.730187073410877,5969,26367,43755,0
"55","mor","cocolasso_mor","0.5","0.5","5","/home/icb/juan.henao/lasso_benchmark/2207_bladder_cancer/2208_all_raw_data/","cocolasso_mor_experiment_noise_0.5_missing_0.5_iteration_5.csv",0.24619866206449,0.256514238086756,0.0967016263557221,9143,5819,7121,48594,29786,18808,9.9652034879418e-05,0.0973788171515903,NA,NA,0.761442861473174,0.846753465638562,0.801835411471322,7274,12592,40192,0,0.631898690853085,0.879062016426616,0.7352648347272,6096,25812,44310,0
"4","mor","cocolasso_mor","0.1","1.5","1","/home/icb/juan.henao/lasso_benchmark/2207_bladder_cancer/2208_all_raw_data/","cocolasso_mor_experiment_noise_1.5_missing_0.1_iteration_1.csv",0.123166336824261,0.128278705020189,0.0223910974413055,1727,282,337,3257,2571,686,0.00059203434780791,0.0631591907087454,NA,NA,0.0372461351924826,0.643745907007204,0.0704179949138579,1088,50818,1966,0,0.0368215396024072,0.799133395233674,0.0703993020053713,649,67540,2582,0
"15","mor","cocolasso_mor","0.1","1.5","2","/home/icb/juan.henao/lasso_benchmark/2207_bladder_cancer/2208_all_raw_data/","cocolasso_mor_experiment_noise_1.5_missing_0.1_iteration_2.csv",0.118892914168545,0.125955830468767,0.0224353992941568,1884,296,354,3529,2783,746,0.000549806484943341,0.0488354620586026,NA,NA,0.0381933919369506,0.615196826365578,0.0719216567667362,1261,50768,2016,0,0.0392886683209264,0.790304073436604,0.074855993913705,731,67367,2755,0
"26","mor","cocolasso_mor","0.1","1.5","3","/home/icb/juan.henao/lasso_benchmark/2207_bladder_cancer/2208_all_raw_data/","cocolasso_mor_experiment_noise_1.5_missing_0.1_iteration_3.csv",0.120321177405556,0.126440408843604,0.0235578025381559,1842,305,352,3350,2627,723,0.000536643800834986,0.0449694805464435,NA,NA,0.0385912397696272,0.645846544071021,0.0728306339161214,1117,50747,2037,0,0.0380479735318445,0.794757223711647,0.0726193878523115,689,67454,2668,0
"37","mor","cocolasso_mor","0.1","1.5","4","/home/icb/juan.henao/lasso_benchmark/2207_bladder_cancer/2208_all_raw_data/","cocolasso_mor_experiment_noise_1.5_missing_0.1_iteration_4.csv",0.11855967448055,0.123918016534866,0.0202903667626867,1866,287,353,3415,2683,732,0.000544003772184283,0.0503426257592275,NA,NA,0.0376818732949379,0.6248821866164,0.0710775992995872,1194,50795,1989,0,0.0383331907247369,0.794091580502216,0.0731358918198267,697,67434,2688,0
"48","mor","cocolasso_mor","0.1","1.5","5","/home/icb/juan.henao/lasso_benchmark/2207_bladder_cancer/2208_all_raw_data/","cocolasso_mor_experiment_noise_1.5_missing_0.1_iteration_5.csv",0.11967636569532,0.127362102113335,0.025179205926706,1896,299,350,3534,2810,724,0.000545835341216592,0.0545559400230681,NA,NA,0.0400121248863292,0.632524707996406,0.0752632610516188,1227,50672,2112,0,0.0407147542853883,0.80581428168219,0.0775130659064685,688,67267,2855,0
"9","mor","cocolasso_mor","0.4","1.5","1","/home/icb/juan.henao/lasso_benchmark/2207_bladder_cancer/2208_all_raw_data/","cocolasso_mor_experiment_noise_1.5_missing_0.4_iteration_1.csv",0.118929211643209,0.129463441913326,0.0272066647349187,2079,430,491,3791,2779,1012,0.000421362676447705,0.049093321539142,NA,NA,0.044786298878448,0.67063829787234,0.0839652631018132,1161,50420,2364,0,0.0445794472490802,0.82284811792577,0.0845767779115542,673,66996,3126,0
"20","mor","cocolasso_mor","0.4","1.5","2","/home/icb/juan.henao/lasso_benchmark/2207_bladder_cancer/2208_all_raw_data/","cocolasso_mor_experiment_noise_1.5_missing_0.4_iteration_2.csv",0.123080210665072,0.13090905721769,0.0272101173854056,2035,380,436,3761,2845,916,0.000462872368574892,0.0441564674826014,NA,NA,0.0441611094270991,0.667525773195876,0.0828417087213022,1161,50453,2331,0,0.0429679701092382,0.812129380053908,0.0816177267309568,697,67109,3013,0
"31","mor","cocolasso_mor","0.4","1.5","3","/home/icb/juan.henao/lasso_benchmark/2207_bladder_cancer/2208_all_raw_data/","cocolasso_mor_experiment_noise_1.5_missing_0.4_iteration_3.csv",0.119169168555345,0.128294959605854,0.0278772408085692,2260,427,509,4057,3026,1031,0.000397308059174124,0.0366206976474678,NA,NA,0.0482343134283116,0.674079957638337,0.0900266968405792,1231,50238,2546,0,0.0476170103533841,0.830597014925373,0.0900704054382132,681,66783,3339,0
"42","mor","cocolasso_mor","0.4","1.5","4","/home/icb/juan.henao/lasso_benchmark/2207_bladder_cancer/2208_all_raw_data/","cocolasso_mor_experiment_noise_1.5_missing_0.4_iteration_4.csv",0.122698166026369,0.129441439644523,0.0259839790352273,2333,423,514,4163,3118,1045,0.000389442852558975,0.0411226404257763,NA,NA,0.0493710215216732,0.667178699436764,0.0919386135120833,1300,50178,2606,0,0.0489432703003337,0.822429906542056,0.0923884514435696,741,66690,3432,0
"53","mor","cocolasso_mor","0.4","1.5","5","/home/icb/juan.henao/lasso_benchmark/2207_bladder_cancer/2208_all_raw_data/","cocolasso_mor_experiment_noise_1.5_missing_0.4_iteration_5.csv",0.122166390236152,0.131215272789321,0.0300439965844187,2343,446,520,4388,3307,1081,0.000400870733622676,0.044783680637644,NA,NA,0.0508676871779327,0.651540888133948,0.0943678059924436,1436,50099,2685,0,0.0507401386155557,0.815120274914089,0.0955334487897217,807,66564,3558,0
